Категория,Подкатегория,Продукт,Описание,Цена
Рыба,Рыбные Консервы,Маринованное Филе Анчоуса Medusa 200 гр,"Очищенное филе Анчоуса в контейнере весом 200 гр., Италия",3 990 Т
Рыба,Рыбные Консервы,Сардины в растительном масле с лимоном Adriatic Queen 105 гр,Консервированные сардины с лимоном,1 480 Т
Рыба,Рыбные Консервы,Сардины в масле с перцем Чили Adriatic Queen 105 гр,"Средиземноморские консервированные сардины в растительном масле, 105 грамм",1 480 Т
Рыба,Рыбные Консервы,Adriatic Queen Сардины в томатном соусе 105 гр,Средиземноморская сардина,1 480 Т
Рыба,Рыбные Консервы,Adriatic Queen Тунец филе в растительном масле 105 гр,,1 800 Т
Рыба,Рыбные Консервы,Medusa Салат из осьминога 1000 гр,"Маринованные осьминоги в упаковке 1 кг, Италия, Medusa",22 800 Т
Рыба,Рыбные Консервы,Тунец в собственном соку Премиум Беринг 200 гр,"Целый кусок тунца, Беринг",1 800 Т
Рыба,Рыбные Консервы,Филе сардин Medusa 1000 гр,,17 500 Т
Рыба,Рыбные Консервы,Филе макрели в оливковом масле Adriatic Queen 105 гр,"Консервированное филе средиземноморской макрели, уп. 105 грамм",1 480 Т
Рыба,Рыбные Консервы,Сардины с овощами Adriatic Queen 105 гр,"Средиземноморская сардина, консервированная с овощами, уп. 105 гр.",1 480 Т
Рыба,Рыбные Консервы,Pesce Azzurro Анчоусы в масле 46 гр ж/б,,1 800 Т
Рыба,Рыбные Консервы,Pesce Azzurro Анчоусы в масле 140 гр ст/б,Производство Италия,4 200 Т
Рыба,Рыбные Консервы,Pesce Azzurro Анчоусы в масле 720 гр ж/б,,17 500 Т
Рыба,Рыбные Консервы,Макрель филе в растительном масле Adriatic Queen 105 гр,,1 480 Т
Рыба,Рыбные Консервы,Беринг Печень трески с/к 230 гр,Вес 230 гр. Дальний Восток,3 800 Т
Рыба,Рыбные Консервы,Pesce Azzurro Анчоусы в масле 78 гр ст/б,,3 300 Т
Рыба,Рыбные Консервы,Беринг Печень трески ст/б 230 гр,Стеклянная банка. Вес 230 гр. Дальний Восток,4 300 Т
Рыба,Рыбные Консервы,Тунец для салатов в собственном соку Беринг 185 гр,Тунец измельченный салатный,1 600 Т
Рыба,Рыбные Консервы,Medusa салат из морепродуктов 200 гр,,3 990 Т
Рыба,Рыбные Консервы,Тунец бланшированный в масле Беринг 200 гр,Тунец бланшированный в масле Беринг 200 гр,2 400 Т
Рыба,Деликатесы,Medusa салат из осьминога 200 гр,"Маринованный осьминог, уп. 200 гр, Италия, Medusa",5 900 Т
Рыба,Деликатесы,Маринованное Филе Анчоуса Medusa 200 гр,"Очищенное филе Анчоуса в контейнере весом 200 гр., Италия",3 990 Т
Рыба,Деликатесы,Medusa Салат из осьминога 1000 гр,"Маринованные осьминоги в упаковке 1 кг, Италия, Medusa",22 800 Т
Рыба,Деликатесы,Филе сардин Medusa 1000 гр,,17 500 Т
Рыба,Деликатесы,Medusa салат из морепродуктов 200 гр,,3 990 Т
Рыба,Беринг,Тунец в собственном соку Премиум Беринг 200 гр,"Целый кусок тунца, Беринг",1 800 Т
Рыба,Беринг,Беринг Печень трески с/к 230 гр,Вес 230 гр. Дальний Восток,3 800 Т
Рыба,Беринг,Беринг Печень трески ст/б 230 гр,Стеклянная банка. Вес 230 гр. Дальний Восток,4 300 Т
Рыба,Беринг,Тунец для салатов в собственном соку Беринг 185 гр,Тунец измельченный салатный,1 600 Т
Рыба,Беринг,Тунец бланшированный в масле Беринг 200 гр,Тунец бланшированный в масле Беринг 200 гр,2 400 Т
Рыба,Adriatic Queen,Сардины в растительном масле Adriatic Queen 105 гр,"Консервированные средиземноморские Сардины, уп. 105 гр",1 480 Т
Рыба,Adriatic Queen,Сардины в растительном масле с лимоном Adriatic Queen 105 гр,Консервированные сардины с лимоном,1 480 Т
